++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
 Tue Jun 28 11:57:23 2016
 a 1.1 b -90 a 0.8 b -90 a 0.2 c 0.6 180 a 0.6 b -90 a 0.8 b -90 a 1.2 
++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
      length        time  angle(tem)  angle(ave)  angle(des)        C_PI   field dir temperature
        3.94      112.05        5.19        5.45       -0.41       18.67        4.38       63.75
        3.94      112.10        5.71        5.45       -0.41       18.67        4.33       63.75
        3.94      112.15        5.19        5.45       -0.41       18.67        4.26       63.75
        3.94      112.20        5.19        5.32       -0.41       18.67        4.20       63.75
        3.94      112.25        5.71        5.58       -0.41       18.67        4.16       63.87
        3.94      112.30        6.34        6.03       -0.41       18.67        4.06       63.87
        3.94      112.35        7.12        6.73       -0.41       18.67        3.93       63.74
        3.94      112.40        4.76        6.05       -0.41       18.67        3.85       63.74
        3.94      112.45        5.19        4.98       -0.41       18.67        3.86       63.85
        3.94      112.50        5.19        5.09       -0.41       18.67        3.87       63.85
        3.94      112.55        4.76        5.09       -0.41       18.67        3.80       63.79
        3.94      112.60        5.19        5.09       -0.41       18.67        3.75       63.79
        3.94      112.65        6.34        5.61       -0.41       18.67        3.68       63.80
        3.94      112.70        6.34        6.18       -0.41       18.67        3.57       63.80
        3.94      112.75        4.40        4.27       -0.41       18.67        3.50       63.82
        3.94      112.80        4.40        3.39       -0.41       18.67        3.52       63.82
        3.94      112.85        4.76        4.67       -0.41       18.67        3.51       63.78
        3.94      112.90        5.19        4.87       -0.41       18.67        3.44       63.78
        3.94      112.96        5.71        5.22       -0.41       18.67        3.38       63.90
        3.94      113.01        5.71        5.58       -0.41       18.67        3.30       63.90
        3.94      113.06        0.00        4.44       -0.41       18.67        3.35       63.88
        3.94      113.11        0.00        1.59       -0.41       18.67        3.53       63.88
        3.94      113.16        6.34        1.59       -0.41       18.67        3.50       63.86
        3.94      113.21        7.12        4.79       -0.41       18.67        3.21       63.86
        3.94      113.26        4.76        5.98       -0.41       18.67        3.06       63.74
        3.94      113.31        4.76        5.16       -0.41       18.67        3.07       63.74
        3.94      113.36        4.76        4.67       -0.41       18.67        3.06       63.76
        3.94      113.41        4.76        4.58       -0.41       18.67        3.02       63.76
        3.94      113.46        5.19        4.78       -0.41       18.67        2.95       63.93
        3.94      113.51        5.19        4.98       -0.41       18.67        2.89       63.93
        3.94      113.56        5.71        5.22       -0.41       18.67        2.83       63.89
        3.94      113.61        0.00        4.02       -0.41       18.67        2.85       63.89
        3.94      113.66        0.00        1.30       -0.41       18.67        3.03       63.76
        3.94      113.71        5.71        1.43       -0.41       18.67        3.02       63.76
        3.94      113.76        5.71        3.92       -0.41       18.67        2.79       63.82
        3.94      113.81        0.00        2.73       -0.41       18.67        2.74       63.82
        3.94      113.86        0.00        1.02       -0.41       18.67        2.92       63.85
        3.94      113.91        0.00        1.02       -0.41       18.67        3.02       63.85
        3.94      113.96        0.00        0.00       -0.41       18.67        3.01       63.96
        3.94      114.01        0.00        0.00       -0.41       18.67        3.01       63.96
        3.94      114.06        0.00        0.00       -0.41       18.67        3.01       63.89
        3.94      114.11        0.00        0.00       -0.41       18.67        3.00       63.89
        3.94      114.16        0.00        0.00       -0.41       18.67        3.00       63.91
        3.94      114.21        0.00        0.00       -0.41       18.67        2.99       63.91
        3.94      114.27        0.00        0.00       -0.41       18.67        2.99       63.91
        3.94      114.32        0.00        0.00       -0.41       18.67        2.99       63.91
        3.94      114.37        0.00        0.00       -0.41       18.67        2.98       63.86
        3.94      114.42        0.00        0.00       -0.41       18.67        2.98       63.86
        3.94      114.47        0.00        0.00       -0.41       18.67        2.97       63.87
        3.94      114.52        0.00        0.00       -0.41       18.67        2.97       63.87
        3.94      114.57        0.00        0.00       -0.41       18.67        2.96       63.91
        3.94      114.62        0.00        0.00       -0.41       18.67        2.96       63.91
        3.94      114.67        0.00        0.00       -0.41       18.67        2.96       63.84
        3.94      114.72        0.00        0.00       -0.41       18.67        2.95       63.84
        3.94      114.77        0.00        0.00       -0.41       18.67        2.95       63.85
        3.94      114.82        0.00        0.00       -0.41       18.67        2.94       63.85
        3.94      114.87        0.00        0.00       -0.41       18.67        2.94       64.03
        3.94      114.92        0.00        1.02       -0.41       18.67        2.85       64.03
        3.94      114.97        4.40        3.22       -0.41       18.67        2.65       63.97
        3.94      115.02        4.40        3.22       -0.41       18.67        2.61       63.97
        3.94      115.07        4.76        4.87       -0.41       18.67        2.47       63.97
        3.94      115.12        0.00        2.49       -0.41       18.67        2.50       64.10
        3.94      115.17        0.00        0.00       -0.41       18.67        2.67       64.10
        3.94      115.22        4.76        2.38       -0.41       18.67        2.66       63.99
        3.94      115.27        4.76        4.76       -0.41       18.67        2.43       63.99
        3.94      115.32        0.00        2.38       -0.41       18.67        2.39       63.89
        3.94      115.37        0.00        0.00       -0.41       18.67        2.56       63.89
        3.94      115.42        0.00        0.00       -0.41       18.67        2.65       63.93
        3.94      115.47        0.00        0.00       -0.41       18.67        2.65       63.93
        3.94      115.52        0.00        0.00       -0.41       18.67        2.64       63.92
        3.94      115.57        0.00        0.00       -0.41       18.67        2.64       63.92
        3.94      115.62        0.00        0.00       -0.41       18.67        2.64       63.94
        3.94      115.67        0.00        0.00       -0.41       18.67        2.63       63.94
        3.94      115.72        0.00        0.00       -0.41       18.67        2.63       64.01
        3.94      115.77        0.00        0.00       -0.41       18.67        2.62       64.01
        3.94      115.82        0.00        0.00       -0.41       18.67        2.62       63.97
        3.94      115.87        0.00        0.00       -0.41       18.67        2.62       63.97
        3.94      115.92        0.00        0.00       -0.41       18.67        2.61       64.15
        3.94      115.97        0.00        0.00       -0.41       18.67        2.61       64.15
